range,content,summary,similarity
"[11044, 11045, 11046, 11047, 11048, 11049, 11050, 11051, 11052, 11053]","A ring formed within the troop. More glowglobes were brought and all of them tuned to the yellow band. Jamis stepped into the ring, slipped out of his robe and tossed it to someone in the crowd. He stood there in a cloudy gray slickness of stillsuit that was patched and marked by tucks and gathers. For a moment, he bent with his mouth to his shoulder, drinking from a catchpocket tube. Presently he straightened, peeled off and detached the suit, handed it carefully into the crowd. He stood waiting, clad in loincloth and some tight fabric over his feet, a crysknife in his right hand. Jessica saw the girl-child Chani helping Paul, saw her press a crysknife handle into his palm, saw him heft it, testing the weight and balance. And it came to Jessica that Paul had been trained in prana and bindu, the nerve and the fiber--that he had been taught fighting in a deadly school, his teachers men like Duncan Idaho and Gurney Halleck, men who were legends in their own lifetimes. The boy knew the devious ways of the Bene Gesserit and he looked supple and confident.",Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune: House Harkonnen (Dune,0.15572372
"[1876, 1877, 1878, 1879]","""Well, assignment of rooms: make certain, I have large office space next my sleeping quarters. There'll be more paper work here than on Caladan. A guard room, of course. That should cover it.",Method and apparatus for controlling environmental conditions in a habitable environment of a spacecraft,0.15557659
"[8375, 8376, 8377, 8378]","He joined her in the ornithopter, still wrestling with the thought that this was blind ground, unseen in any prescient vision. And he realized with an abrupt sense of shock that he had been giving more and more reliance to prescient memory and it had weakened him for this particular emergency. ""If you rely only on your eyes, your other senses weaken."" It was a Bene Gesserit axiom.",Dune: House Atreides (Dune: House Atreides Book 1),0.15549782
"[3026, 3027, 3028, 3029, 3030, 3031]","Presently, Leto took a leisurely diagonal course across to the lift, acknowledging salutes with a casual hand wave. He recognized a propaganda corpsman, stopped to give him a message that could be relayed to the men through channels: those who had brought their women would want to know the women were safe and where they could be found. The others would wish to know that the population here appeared to boast more women than men. The Duke slapped the propaganda man on the arm, a signal that the message had top priority to be put out immediately, then continued across the room. He nodded to the men, smiled, traded pleasantries with a subaltern. Command must always look confident, he thought.",Chapel hill lord of the rings,0.15441647
"[11088, 11089, 11090, 11091, 11092]","Prescience had fed his knowledge with countless experiences, hinted at the strongest currents of the future and the strings of decision that guided them, but this was the real-now. This was death hanging on an infinite number of miniscule mischances. Anything could tip the future here, he realized. Someone coughing in the troop of watchers, a distraction. A variation in a glowglobe's brilliance, a deceptive shadow.",Method and apparatus for detecting anomalies in time-series data,0.15352595
"[18278, 18279, 18280, 18281, 18282, 18283, 18284, 18285, 18286, 18287, 18288, 18289]","Noted for extreme tensile strength (about 450,000 kilos per square centimeter at two centimeters' thickness) and capacity as a selective radiation filter. MIHNA: the season for testing Fremen youths who wish admittance to manhood. MINIMIC FILM: shigawire of one-micron diameter often used to transmit espionage and counterespionage data. MISH-MISH: apricots. MISR: the historical Zensunni(Fremen) term for themselves: ""The People."" MISSIONARIA PROTECTIVA: the arm of the Bene Gesserit order charged with sowing infectious superstitions on primitive worlds, thus opening those regions to exploitation by the Bene Gesserit. (See Panoplia propheticus.) MONITOR: a ten-section space warcraft mounting heavy armor and shield protection. It is designed to be separated into its component sections for lift-off after planet-fall. MUAD'DIB: the adapted kangaroo mouse of Arrakis, a creature associated in the Fremen earth-spirit mythology with a design visible on the planet's second moon. This creature is admired by Fremen for its ability to survive in the open desert. MUDIR NAHYA: the Fremen name for Beast Rabban (Count Rabban of Lankiveil), the Harkonnen cousin who was siridar governor on Arrakis for many years.",Method and apparatus for detecting and mitigating cybersecurity threats,0.15341388
"[4459, 4460]","He reached down, punched out his own command frequency, repeated the order for his own air cover, handed the microphone back to Kynes. Kynes returned to the working frequency and a voice blasted from the speaker: "" . . . almost a full load of spice!","Dune, book 1 of the dune chronicles",0.15162091
"[14402, 14403, 14404]","This power struggle permeates the training, educating and disciplining of the orthodox community. Because of this pressure, the leaders of such a community inevitably must face that ultimate internal question: to succumb to complete opportunism as the price of maintaining their rule, or risk sacrificing themselves for the sake of the orthodox ethic. -from ""Muad'Dib: The Religious Issues"" by the Princess Irulan","Methods, systems, and apparatus, including computer programs encoded on a computer-readable storage medium, for methods, systems, and apparatus related to religious issues in Frank Herbert's Dune. In some implementations, a method includes",0.15148164
"[17359, 17360, 17361, 17362]","He silenced the sudden pain there, his mind flooded with realization that the earlier hesitation had been a trick - - an overfeint. Here was more of an opponent than he had expected. There would be tricks within tricks within tricks. ""Your own Thufir Hawat taught me some of my skills,"" Feyd-Rautha said.",Dune: The Duke of Caladan,0.15099156
"[9969, 9970]","And she realized that the owner of that voice had permitted himself only the small sounds, the natural sounds of the desert. Another voice called from the basin's rim to their left.",Apparatus and method for detecting an intruder in a premises,0.15014955
"[6977, 6978, 6979]","""This way, sir,"" Nefud said. Slowly, insolently, the Sardaukar moved around the Baron, shouldered a way through the guardsmen. Insufferable, the Baron thought.",Dune: The Sisterhood of Sands (Dune: The Sisterhood of Sands (Dune: The Sisterhood of Sands (Dune: The Sisterhood of Sands (Dune: The Sisterhood of Sands (,0.1491697
"[12576, 12577, 12578, 12579, 12580]","He slowed his pace, staring in at a room crowded with children sitting cross-legged on a maroon-carpeted floor. At a chalkboard against the far wall stood a woman in a yellow wraparound, a projecto-stylus in one hand. The board was filled with designs--circles, wedges and curves, snake tracks and squares, flowing arcs split by parallel lines. The woman pointed to the designs one after the other as fast as she could move the stylus, and the children chanted in rhythm with her moving hand. Paul listened, hearing the voices grow dimmer behind as he moved deeper into the sietch with Harah.",Method and apparatus for providing an immersive virtual reality experience,0.1476223
"[4152, 4153, 4154, 4155]","The idea outraged him, and his voice betrayed his emotion. ""It's done,"" Kynes said, ""but that wasn't precisely my meaning. You see, my climate demands a special attitude toward water. You are aware of water at all times.",Atmospheric control system for an arid planet,0.14734107
"[10500, 10501]","As he turned, another figure arose from the rocks to face him. In the moonlight and reflection off gray stone, Paul saw a small figure in Fremen robes, a shadowed face peering out at him from the hood, and the muzzle of one of the projectile weapons aimed at him from a fold of robe.",Sandworms of Dune: a novel based on the unpublished manuscripts of Frank Herbert's Dune 3: the making of Dune,0.1467361
"[10589, 10590]",Their destination was Sietch Tabr--Stilgar's sietch. She turned the word over in her mind; sietch.,"Hunters of the Scar, a novel of the Hunt for Glossu Rabban",0.14620395
